,words,document_frequency,idf
12951,エキスパート,26,2.979110097014567
12952,クインタイルズトランスナショナルジャパン,1,4.226694400154885
12953,ドラクエ,66,2.5788459389345824
12954,マインドフルネス,2,4.0048284711681985
12955,ハイポ,3,3.85868325544004
12956,デマンド,16,3.1850439530602155
12957,nisa,4,3.7495216052854055
12958,SonnyBoy,1,4.226694400154885
12959,ガーデニング,2,4.0048284711681985
12960,ファナック,7,3.527621309401949
12961,AHCI,3,3.85868325544004
12962,Wewillneverdie,1,4.226694400154885
12963,oasis,1,4.226694400154885
12964,インクルーシブ,8,3.4732464636306752
12965,シンパ,10,3.3814417213378745
12966,中目黒,2,4.0048284711681985
12967,すいぞう,1,4.226694400154885
12968,ドクロ,4,3.7495216052854055
12969,RecBoxHVLDR,1,4.226694400154885
12970,woman,3,3.85868325544004
12971,ハワードルイスターコルー,1,4.226694400154885
12972,張り合い,4,3.7495216052854055
12973,プリンシパル,2,4.0048284711681985
12974,usb,9,3.4249245999275257
12975,ザギトワ,11,3.3419159945656185
12976,CHOROME,1,4.226694400154885
12977,MTmetatrader,1,4.226694400154885
12978,ギリソーシャルレンディング,1,4.226694400154885
12979,デファクトスタンダードヤフーカンタン,1,4.226694400154885
12980,越後屋,2,4.0048284711681985
12981,HomeParty,1,4.226694400154885
12982,ionforwhichyouhaveapplied,2,4.0048284711681985
12983,ROGSTRIXXEGAMINGATX,1,4.226694400154885
12984,レピータ,6,3.5897863989196144
12985,シーチング,2,4.0048284711681985
12986,ボンゴ,1,4.226694400154885
12987,ケーパビリティ,1,4.226694400154885
12988,GAMEOVER,1,4.226694400154885
12989,アズーロネロ,1,4.226694400154885
12990,クロース,10,3.3814417213378745
12991,ミート,25,2.9958329862127773
12992,リスポンス,5,3.662354248157242
12993,ケツ持ち,1,4.226694400154885
12994,アレステッド,9,3.4249245999275257
12995,アパトサウルス,1,4.226694400154885
12996,イノセント,4,3.7495216052854055
12997,トランスファー,2,4.0048284711681985
12998,ブルターニュ,1,4.226694400154885
12999,切込み,1,4.226694400154885
13000,xxxrc,1,4.226694400154885
13001,CCP,10,3.3814417213378745
13002,pspiPhone,1,4.226694400154885
13003,サフィラ,1,4.226694400154885
13004,スクスト,2,4.0048284711681985
13005,PSPSVITA,1,4.226694400154885
13006,名古屋,114,2.342034590607518
13007,オーツ,64,2.592142314865016
13008,シチュー,5,3.662354248157242
13009,rtxti,5,3.662354248157242
13010,キャプチャー,9,3.4249245999275257
13011,決め手,18,3.135321789051034
13012,ファクト,422,1.76966567612753
13013,sessionwillbeheldinRoom,1,4.226694400154885
13014,コーィー,1,4.226694400154885
13015,フリーハンド,1,4.226694400154885
13016,選り好み,1,4.226694400154885
13017,セイブ,1,4.226694400154885
13018,ライブス,12,3.3056866357425165
13019,ルソン,31,2.903959428470664
13020,NoSignal,1,4.226694400154885
13021,word,120,2.3197494810509234
13022,ノモノス,1,4.226694400154885
13023,IASB,2,4.0048284711681985
13024,クロノメーター,3,3.85868325544004
13025,コンピ,1116,1.335337057997278
13026,ガバメントクアックアクション,2,4.0048284711681985
13027,FDR,2,4.0048284711681985
13028,jazzfunkfreestyle,1,4.226694400154885
13029,オリエンタル,9,3.4249245999275257
13030,SHIFT,5,3.662354248157242
13031,ProcessStartnotepadexe,1,4.226694400154885
13032,増やし目,1,4.226694400154885
13033,コーラー,2,4.0048284711681985
13034,Ticker,2,4.0048284711681985
13035,ボッシュ,25,2.9958329862127773
13036,スティ,518,1.6790632658614404
13037,oneus,4,3.7495216052854055
13038,カラス族,1,4.226694400154885
13039,MBx,3,3.85868325544004
13040,ショボイポートフォリオ,1,4.226694400154885
13041,uber,73,2.535259665215651
13042,インディアンズ,1,4.226694400154885
13043,ノースロップ,1,4.226694400154885
13044,当たりハズレ,1,4.226694400154885
13045,デベロッパ,32,2.8903694214999263
13046,XTHMLCSS,1,4.226694400154885
13047,ゼロスリーゼロソウルゼロ,1,4.226694400154885
13048,NYK,5,3.662354248157242
13049,インスペクション,4,3.7495216052854055
13050,ライヤー,88,2.45434523523208
13051,こじつけ,9,3.4249245999275257
13052,ララランドノッティングヒル,1,4.226694400154885
13053,オルタネイト,7,3.527621309401949
13054,コーディネーター,10,3.3814417213378745
13055,access,56,2.649791335418107
13056,KORGnanoKEYStudio,2,4.0048284711681985
13057,ジャストシステムトランスコスモスナビタイムジャパン,1,4.226694400154885
13058,smbc,2,4.0048284711681985
13059,インカ,91,2.439815693720902
13060,エクスペリエンス,14,3.241194272137845
13061,賭け事,1,4.226694400154885
13062,pad,55,2.657564016260194
13063,APSH,1,4.226694400154885
13064,丸抱え,2,4.0048284711681985
13065,上積み,3,3.85868325544004
13066,かやま,2,4.0048284711681985
13067,SACHOU,1,4.226694400154885
13068,フルスタックエンジニアフリーランス,1,4.226694400154885
13069,TobiasPreisetal,1,4.226694400154885
13070,JBLm,1,4.226694400154885
13071,HowTo,2,4.0048284711681985
13072,MicrosoftOfficeWord,1,4.226694400154885
13073,ブルームバーグ,4,3.7495216052854055
13074,boards,1,4.226694400154885
13075,油汚れ,2,4.0048284711681985
13076,カーライル,1,4.226694400154885
13077,ピック,289,1.9361611327168502
13078,ビート,85,2.4693741031861443
13079,GxP,1,4.226694400154885
13080,リキテックス,4,3.7495216052854055
13081,JFN,1,4.226694400154885
13082,ソロー,3,3.85868325544004
13083,TOP,75,2.523565595109842
13084,ミシシッピ,4,3.7495216052854055
13085,デデキント,1,4.226694400154885
13086,BableTech,1,4.226694400154885
13087,nabilitytoworkinclusively,2,4.0048284711681985
13088,ンレイコルイテンタイキナオキシュンスケジャニーズ,1,4.226694400154885
13089,TWELITE,1,4.226694400154885
13090,NEXCO,2,4.0048284711681985
13091,corporationcompliance,1,4.226694400154885
13092,Hartshone,1,4.226694400154885
13093,ハンレーパニック,1,4.226694400154885
13094,select,23,3.0313396937232793
13095,新エネ,4,3.7495216052854055
13096,and,502,1.692956472855035
13097,エンハイプン,1,4.226694400154885
13098,コウビルド,1,4.226694400154885
13099,ROLLBACK,2,4.0048284711681985
13100,GOfish,1,4.226694400154885
13101,ォイスチャット,1,4.226694400154885
13102,ベローズ,2,4.0048284711681985
13103,AnacondaCloud,1,4.226694400154885
13104,川沿い,1,4.226694400154885
13105,XGTXsuperryzenGTXsuperGPU,1,4.226694400154885
13106,エネオスエッソモービルエッソモービル,1,4.226694400154885
13107,GUMIvqlJFgGteEI,1,4.226694400154885
13108,マツコ,8,3.4732464636306752
13109,ピルグリム,1,4.226694400154885
13110,ジャー,1313,1.2612107786843332
13111,UMA,8,3.4732464636306752
13112,danceworksEndance,1,4.226694400154885
13113,AIRS,2,4.0048284711681985
13114,SKUCS,1,4.226694400154885
13115,パラティーノ,1,4.226694400154885
13116,オーム,8,3.4732464636306752
13117,週明け,5,3.662354248157242
13118,セレンディピティアバウトタイムアップサイドダウン,1,4.226694400154885
13119,CPUintelcoreiCPU,1,4.226694400154885
13120,scprecvdlfile,3,3.85868325544004
13121,たもと,21,3.0700034827048093
13122,Ballad,1,4.226694400154885
13123,ジワジワドカン,1,4.226694400154885
13124,イシュガルド,12,3.3056866357425165
13125,リピート,13,3.2722456934067816
13126,View,44,2.753686320970764
13127,ttl,22,3.050242231536686
13128,コンボナ,11,3.3419159945656185
13129,ojparticlesdcdadcdeadpage,1,4.226694400154885
13130,ドリフターズ,4,3.7495216052854055
13131,レール,40,2.7946601364844565
13132,atradeoffmodel,1,4.226694400154885
13133,DistortionDS,1,4.226694400154885
13134,ノベンバ,9,3.4249245999275257
13135,フレーァリスト,1,4.226694400154885
13136,FXJin,2,4.0048284711681985
13137,トンカ,3,3.85868325544004
13138,ホグロフス,1,4.226694400154885
13139,イルヒール,2,4.0048284711681985
13140,日証協,1,4.226694400154885
13141,ゴブタシズイフリート,1,4.226694400154885
13142,テクト,122,2.312565917333465
13143,ナレッジマネジメントー,1,4.226694400154885
13144,コンサルティング,85,2.4693741031861443
13145,ゲイル,15,3.2122133879933243
13146,タイセイビジョングルーィットリレーションシップ,1,4.226694400154885
13147,アフューグッドメン,4,3.7495216052854055
13148,つっこみ,5,3.662354248157242
13149,MBO,13,3.2722456934067816
13150,送配電,3,3.85868325544004
13151,ようこ,37,2.8281355056245867
13152,スタンバイ,158,2.200050875072003
13153,マタハラ,5,3.662354248157242
13154,ドルフィンズ,1,4.226694400154885
13155,FoFi,1,4.226694400154885
13156,Back,21,3.0700034827048093
13157,sNS,1,4.226694400154885
13158,GLRenderingContext,1,4.226694400154885
13159,MAJORnd,1,4.226694400154885
13160,オルタナバンド,1,4.226694400154885
13161,アライアンスアライアンスバーンスタイン,2,4.0048284711681985
13162,floatingpoint,1,4.226694400154885
13163,口パク,1,4.226694400154885
13164,templatephp,1,4.226694400154885
13165,左寄り,3,3.85868325544004
13166,PCOSWin,2,4.0048284711681985
13167,chromesafari,1,4.226694400154885
13168,Host,1,4.226694400154885
13169,SECEDGAR,1,4.226694400154885
13170,ゴルゴ,12,3.3056866357425165
13171,バリデーション,3,3.85868325544004
13172,GTXLP,1,4.226694400154885
13173,JavaSctipt,1,4.226694400154885
13174,turtle,4,3.7495216052854055
13175,Court,1,4.226694400154885
13176,HEIKIN,4,3.7495216052854055
13177,シーケンサー,3,3.85868325544004
13178,アルテ,48,2.7162357546923315
13179,リップクリームグラム,1,4.226694400154885
13180,気狂い,2,4.0048284711681985
13181,WikipediaC,3,3.85868325544004
13182,panytreatsmuchinformation,1,4.226694400154885
13183,porfavor,1,4.226694400154885
13184,KingdomofJesusChristKJC,1,4.226694400154885
13185,居酒屋,33,2.8771907749792853
13186,レッテル,17,3.159472659017989
13187,ITQ,1,4.226694400154885
13188,ジョンロブ,2,4.0048284711681985
13189,ィタリックブテリン,1,4.226694400154885
13190,Tesco,2,4.0048284711681985
13191,WereAllAlone,1,4.226694400154885
13192,モンサント,1,4.226694400154885
13193,TEZUKA,2,4.0048284711681985
13194,チャールズ,3,3.85868325544004
13195,他人事,6,3.5897863989196144
13196,ロズウェル,7,3.527621309401949
13197,キビト,2,4.0048284711681985
13198,ディートリッヒマテシッツ,1,4.226694400154885
13199,hirokokanamori,1,4.226694400154885
13200,NVIDIAGMBMaxwell,1,4.226694400154885
13201,ひびき,3,3.85868325544004
13202,ppv,5,3.662354248157242
13203,じゃがいも,2,4.0048284711681985
13204,AmIWrong,2,4.0048284711681985
13205,ピクチャー,9,3.4249245999275257
13206,JNI,3,3.85868325544004
13207,FMV,10,3.3814417213378745
13208,divein,1,4.226694400154885
13209,リトルナイトメアレゴスターウォーズ,1,4.226694400154885
13210,WMP,2,4.0048284711681985
13211,アグライア,2,4.0048284711681985
13212,てんこもり,2,4.0048284711681985
13213,キャメロンニューポートカッパースペシャルイシュー,1,4.226694400154885
13214,ディスカァートゥエンティワン,1,4.226694400154885
13215,CHINABISTROWANGSGARDEN,1,4.226694400154885
13216,レンズ,1010,1.3805602990901136
13217,ASAP,4,3.7495216052854055
13218,sBKaspIrbeBookIdLOVELOVE,1,4.226694400154885
13219,フォグ,6,3.5897863989196144
13220,いわき,4,3.7495216052854055
13221,スウェア,4,3.7495216052854055
13222,HBHHBH,4,3.7495216052854055
13223,wwwgobitcomTheoption,6,3.5897863989196144
13224,テンジャーリャンアモディオ,1,4.226694400154885
13225,オキサイド,1,4.226694400154885
13226,コモンセンスペアレンツトレーニング,4,3.7495216052854055
13227,それぞれ,1011,1.38011283627926
13228,サブレ,8,3.4732464636306752
13229,レイオフ,456,1.7354572223284888
13230,昼下がり,3,3.85868325544004
13231,キーレス,5,3.662354248157242
13232,マターボードクリアマターボードコンプリート,1,4.226694400154885
13233,カァカァカァノ,1,4.226694400154885
13234,ガリルアーシュラビビアンイグナスジーン,1,4.226694400154885
13235,プロファイル,26,2.979110097014567
13236,PCXbox,1,4.226694400154885
13237,ォーエプソン,5,3.662354248157242
13238,Drifter,1,4.226694400154885
13239,染め直し,1,4.226694400154885
13240,かぶりもの,2,4.0048284711681985
13241,まゆみ,1,4.226694400154885
13242,アーノルド,3,3.85868325544004
13243,アンツツベンチマークスコア,3,3.85868325544004
13244,ことわり,2,4.0048284711681985
13245,save,9,3.4249245999275257
13246,ライカエルマウント,1,4.226694400154885
13247,Hcm,1,4.226694400154885
13248,プライム,29,2.9324823638016255
13249,フラハン,1,4.226694400154885
13250,ルインテンペスト,2,4.0048284711681985
13251,ジャンカルロ,3,3.85868325544004
13252,モチーフフレデリカセンター,1,4.226694400154885
13253,Filemakerpro,2,4.0048284711681985
13254,amazonamazon,1,4.226694400154885
13255,activepassive,1,4.226694400154885
13256,酒盛り,2,4.0048284711681985
13257,gle,502,1.692956472855035
13258,captcha,4,3.7495216052854055
13259,Lufthansa,3,3.85868325544004
13260,ァッチャゴッタ,1,4.226694400154885
13261,サブセット,2,4.0048284711681985
13262,binsh,2,4.0048284711681985
13263,IntelliJ,1,4.226694400154885
13264,フィキシング,8,3.4732464636306752
13265,キャブクリーナー,2,4.0048284711681985
13266,HWS,1,4.226694400154885
13267,マグネシウム,15,3.2122133879933243
13268,ウェディング,27,2.9630060807448713
13269,ハクレイ,1,4.226694400154885
13270,ィジュアル,5,3.662354248157242
13271,ハイブランドスニーカーアパレル,1,4.226694400154885
13272,oyzabixxmcndcixtoocravity,2,4.0048284711681985
13273,カムパネルラ,1,4.226694400154885
13274,THE,75,2.523565595109842
13275,カウンシル,1,4.226694400154885
13276,BBC,5,3.662354248157242
13277,コントラクター,2,4.0048284711681985
13278,イスト,97,2.412128717323404
13279,FANTASIA,1,4.226694400154885
13280,シングルカアラム,1,4.226694400154885
13281,オニキス,2,4.0048284711681985
13282,RidersRepublic,1,4.226694400154885
13283,CICNI,1,4.226694400154885
13284,インド,294,1.9286375080030527
13285,マティーニ,1,4.226694400154885
13286,カンマ,3,3.85868325544004
13287,メモリーズ,8,3.4732464636306752
13288,言葉遣い,17,3.159472659017989
13289,ポルノ,5,3.662354248157242
13290,恨み節,1,4.226694400154885
13291,EDWARDGREEN,1,4.226694400154885
13292,リサーレプレミアムタイプ,1,4.226694400154885
13293,ブロードキャスト,3,3.85868325544004
13294,disclosurehtm,1,4.226694400154885
13295,受け側,2,4.0048284711681985
13296,スティーブンス,9,3.4249245999275257
13297,aldAlstonLetsTryLoveAgain,1,4.226694400154885
13298,hotmail,2,4.0048284711681985
13299,クレメンス,1,4.226694400154885
13300,パティスリーシェカジワラ,1,4.226694400154885
13301,ススペイツウェインエリントンジョッシュセルビー,1,4.226694400154885
13302,フクイベナトル,1,4.226694400154885
13303,ジョスミ,4,3.7495216052854055
13304,まこと,5,3.662354248157242
13305,ブルワーク,3,3.85868325544004
13306,ListView,4,3.7495216052854055
13307,カルーセル,1,4.226694400154885
13308,klerkeconnie,1,4.226694400154885
13309,レバナスレバレッジ,1,4.226694400154885
13310,ドリーマーズ,4,3.7495216052854055
13311,リレーショナル,7,3.527621309401949
13312,テレコン,131,2.281620870565472
13313,htmlcssjavascriptphp,1,4.226694400154885
13314,あおぞら,1,4.226694400154885
13315,カスピ,1,4.226694400154885
13316,Dreamweaver,10,3.3814417213378745
13317,プレハブ,4,3.7495216052854055
13318,絞込み,2,4.0048284711681985
13319,batbox,3,3.85868325544004
13320,アンシー,1,4.226694400154885
13321,BUMPOFCHICKENRADWIMPS,1,4.226694400154885
13322,レキシントンコンコードトマスペインコモンセンス,1,4.226694400154885
13323,ヒッパー,1,4.226694400154885
13324,mpegdivxwmv,1,4.226694400154885
13325,のりこ,1,4.226694400154885
13326,CInt,1,4.226694400154885
13327,首周り,6,3.5897863989196144
13328,ロックスターゲームス,1,4.226694400154885
13329,Xbit,2,4.0048284711681985
13330,アーミン,6,3.5897863989196144
13331,レーズン,4,3.7495216052854055
13332,フィリップ,32,2.8903694214999263
13333,unlikeLchildren,3,3.85868325544004
13334,ステゴ,5,3.662354248157242
13335,ボクシング,8,3.4732464636306752
13336,ステロタイプ,1,4.226694400154885
13337,リコー,72,2.5412262254840967
13338,Query,62,2.6058564546870593
13339,物差し,18,3.135321789051034
13340,rTDT,2,4.0048284711681985
13341,ブローネンマルクノーベルバイオケア,1,4.226694400154885
13342,SequenceLogo,1,4.226694400154885
13343,SONARX,2,4.0048284711681985
13344,WindowsmacOS,1,4.226694400154885
13345,ジュレ,9,3.4249245999275257
13346,CST,2,4.0048284711681985
13347,siri,1,4.226694400154885
13348,Zeep,1,4.226694400154885
13349,ClickMeFilter,1,4.226694400154885
13350,プリフィクススタイル,2,4.0048284711681985
13351,戻り値,3,3.85868325544004
13352,引き分け,7,3.527621309401949
13353,ピンホール,1,4.226694400154885
13354,アスレチック,16,3.1850439530602155
13355,ベート,135,2.268538251379771
13356,restruction,1,4.226694400154885
13357,Spectrethgen,1,4.226694400154885
13358,買い値,1,4.226694400154885
13359,SDS,17,3.159472659017989
13360,部立て,1,4.226694400154885
13361,MachFive,1,4.226694400154885
13362,ttyRecklessMakeMeWannaDie,1,4.226694400154885
13363,サウスポー,2,4.0048284711681985
13364,cryptobank,1,4.226694400154885
13365,リベット,2,4.0048284711681985
13366,ベラノッテブルーフェアリー,1,4.226694400154885
13367,大暴れ,3,3.85868325544004
13368,ウォーズ,33,2.8771907749792853
13369,pperMeetsTheRhythmSection,1,4.226694400154885
13370,タクティクスタクティクスオウガ,1,4.226694400154885
13371,アルカラ,1,4.226694400154885
13372,ホワイトボード,13,3.2722456934067816
13373,xhxgxhxdx,2,4.0048284711681985
13374,miyazakimahana,1,4.226694400154885
13375,ハワイ,85,2.4693741031861443
13376,苫米地,1,4.226694400154885
13377,MyResourcespropertiesfile,1,4.226694400154885
13378,ガソリン,183,2.1360116982638853
13379,DVD,627,1.59428246919257
13380,アイゼンハイムエレファントベートーベン,1,4.226694400154885
13381,SRThzdb,1,4.226694400154885
13382,シーズ,406,1.7867112689372677
13383,ハリハリ,1,4.226694400154885
13384,ボーガン,1,4.226694400154885
13385,メルザルガルド,2,4.0048284711681985
13386,ヤリチン,2,4.0048284711681985
13387,crew,3,3.85868325544004
13388,kgcalyjmigrationapppkgcal,1,4.226694400154885
13389,アクアリウム,6,3.5897863989196144
13390,vBEhFE,1,4.226694400154885
13391,したく,306,1.9110837125407765
13392,MCHMCV,1,4.226694400154885
13393,ShureSM,1,4.226694400154885
13394,キャラクターパラッパラッパー,1,4.226694400154885
13395,Only,6,3.5897863989196144
13396,hub,19,3.112441715160842
13397,フルバ,15,3.2122133879933243
13398,言いつけ,7,3.527621309401949
13399,ニダヤ,2,4.0048284711681985
13400,Client,8,3.4732464636306752
13401,ゼファー,4,3.7495216052854055
13402,katsuawa,1,4.226694400154885
13403,チョク,2,4.0048284711681985
13404,スコアー,1,4.226694400154885
13405,CoD,11,3.3419159945656185
13406,ミザリー,2,4.0048284711681985
13407,SQPACK,3,3.85868325544004
13408,FlashAdobeShockwaveFlash,1,4.226694400154885
13409,ほこり,7,3.527621309401949
13410,リーマ,140,2.252714860894409
13411,TOMORROW,1,4.226694400154885
13412,footerphp,5,3.662354248157242
13413,MiracleIsland,1,4.226694400154885
13414,ナカリセバ,1,4.226694400154885
13415,神宮前,5,3.662354248157242
13416,MTF,5,3.662354248157242
13417,ヘルス,29,2.9324823638016255
13418,wobbleHybrid,2,4.0048284711681985
13419,selecttoday,3,3.85868325544004
13420,グリット,4,3.7495216052854055
13421,インパル,9,3.4249245999275257
13422,ブラン,798,1.4865985813174325
13423,安売り,21,3.0700034827048093
13424,ジャッジメント,4,3.7495216052854055
13425,Rit,3,3.85868325544004
13426,Iamsorry,6,3.5897863989196144
13427,タイミング,360,1.8396689094661
13428,マークアップ,4,3.7495216052854055
13429,individual,2,4.0048284711681985
13430,moreandmore,2,4.0048284711681985
13431,棚上げ,5,3.662354248157242
13432,non,77,2.5121763839377738
13433,マリオカートデラックス,2,4.0048284711681985
13434,ジョンサーモンズ,4,3.7495216052854055
13435,エリマネクラス,1,4.226694400154885
13436,Suckmydik,1,4.226694400154885
13437,モンゴロイド,1,4.226694400154885
13438,ドリブル,1,4.226694400154885
13439,竹之内,4,3.7495216052854055
13440,アット,28,2.947476717509446
13441,呼び名,21,3.0700034827048093
13442,インセラムダイブインセラムプロポリスシナジートナー,2,4.0048284711681985
13443,ROE,16,3.1850439530602155
13444,メヌバラパイオン,1,4.226694400154885
13445,akm,2,4.0048284711681985
13446,TrueTone,1,4.226694400154885
13447,望み薄,3,3.85868325544004
13448,ピックアップ,68,2.565942564750486
13449,赤ん坊,9,3.4249245999275257
13450,assessment,9,3.4249245999275257
13451,エビキス,1,4.226694400154885
13452,イエティ,1,4.226694400154885
13453,Inmystyle,1,4.226694400154885
13454,パトリス,4,3.7495216052854055
13455,大太刀,1,4.226694400154885
13456,GBGBHDD,1,4.226694400154885
13457,raisefunds,4,3.7495216052854055
13458,DGMJ,1,4.226694400154885
13459,ROOTxml,1,4.226694400154885
13460,MusicCenter,13,3.2722456934067816
13461,DxEx,4,3.7495216052854055
13462,セイロン,9,3.4249245999275257
13463,チャニング,1,4.226694400154885
13464,ベーゼンドルファー,1,4.226694400154885
13465,readysteadygo,1,4.226694400154885
13466,Felica,1,4.226694400154885
13467,MUSIC,10,3.3814417213378745
13468,ひき逃げ,1,4.226694400154885
13469,アトラクター,1,4.226694400154885
13470,address,8,3.4732464636306752
13471,Fedora,1,4.226694400154885
13472,IMAGICA,4,3.7495216052854055
13473,ウイニング,1,4.226694400154885
13474,MOJANG,1,4.226694400154885
13475,libaaaa,4,3.7495216052854055
13476,ゼニス,11,3.3419159945656185
13477,AIScry,1,4.226694400154885
13478,生き死に,2,4.0048284711681985
13479,Pythonhifive,1,4.226694400154885
13480,weniweraweci,1,4.226694400154885
13481,Pixabay,1,4.226694400154885
13482,レギオン,4,3.7495216052854055
13483,イマイチジース,1,4.226694400154885
13484,シームレスダウンロングコート,2,4.0048284711681985
13485,前触れ,3,3.85868325544004
13486,ApeSwap,1,4.226694400154885
13487,エディションバイオハザードリバイバルセレクション,1,4.226694400154885
13488,モールス,3,3.85868325544004
13489,アスリート,13,3.2722456934067816
13490,パンチング,4,3.7495216052854055
13491,Data,48,2.7162357546923315
13492,ニコラウスクザーヌス,1,4.226694400154885
13493,ハリウッド,28,2.947476717509446
13494,ヒューレットパッカード,3,3.85868325544004
13495,ちゃらけ,2,4.0048284711681985
13496,モンスターハンターシリーズゴッドイーターシリーズ,1,4.226694400154885
13497,MinecraftBE,1,4.226694400154885
13498,exeprogramcs,1,4.226694400154885
13499,マンデー,4,3.7495216052854055
13500,スコーピオン,5,3.662354248157242
13501,ジャワードアルアリ,1,4.226694400154885
13502,ハイヤー,2,4.0048284711681985
13503,サンケイ,3,3.85868325544004
13504,スティグリッツクルーグマンバーナンキ,1,4.226694400154885
13505,ディケイド,2,4.0048284711681985
13506,進振り,1,4.226694400154885
13507,バリスティック,7,3.527621309401949
13508,桶狭間,1,4.226694400154885
13509,pskgm,1,4.226694400154885
13510,Ado,59,2.6272711649777856
13511,brccexe,1,4.226694400154885
13512,ミッシェルガンエレファント,1,4.226694400154885
13513,シークレットインベージョン,1,4.226694400154885
13514,ハンドラー,3,3.85868325544004
13515,VRL,1,4.226694400154885
13516,phpstorm,1,4.226694400154885
13517,パロマ,4,3.7495216052854055
13518,ターンテーブル,6,3.5897863989196144
13519,コーディ,125,2.3020064921794665
13520,クラッシュ,44,2.753686320970764
13521,プリーツ,2,4.0048284711681985
13522,ベンザ,1,4.226694400154885
13523,ルーティーン,2,4.0048284711681985
13524,白い物,3,3.85868325544004
13525,DMax,5,3.662354248157242
13526,買い増し,6,3.5897863989196144
13527,ノウハウ,143,2.2434874589482634
13528,FFREMAKEINTERGRADE,1,4.226694400154885
13529,とっかえ,1,4.226694400154885
13530,パッキング,1,4.226694400154885
13531,DazStudio,1,4.226694400154885
13532,グリーニング,1,4.226694400154885
13533,zen,145,2.2374418131821057
13534,DXFPSFHD,1,4.226694400154885
13535,face,63,2.5989455258151746
13536,COMETII,1,4.226694400154885
13537,横這い,1,4.226694400154885
13538,UDP,2,4.0048284711681985
13539,XUS,3,3.85868325544004
13540,カリギューラ,1,4.226694400154885
13541,mpogg,2,4.0048284711681985
13542,クスリ,22,3.050242231536686
13543,まとめ役,3,3.85868325544004
13544,コンシェルジュ,13,3.2722456934067816
13545,SCREEN,2,4.0048284711681985
13546,先駆け,20,3.0907052738564125
13547,Ghz,14,3.241194272137845
13548,ダルムシュタット,1,4.226694400154885
13549,Athena,1,4.226694400154885
13550,イザナイ,8,3.4732464636306752
13551,シャン,137,2.262140305902817
13552,プランクトン,1,4.226694400154885
13553,LaJaponaise,1,4.226694400154885
13554,AUXOUT,1,4.226694400154885
13555,ビックロビックカメラ,1,4.226694400154885
13556,寝ぐずり,3,3.85868325544004
13557,OfficeHomeandBusiness,5,3.662354248157242
13558,メタルギアソリットピースウォーカー,1,4.226694400154885
13559,バトガ,1,4.226694400154885
13560,fsfsfcfcfsfcfs,1,4.226694400154885
13561,バニー,13,3.2722456934067816
13562,ITSolutionsDepartment,1,4.226694400154885
13563,アストリア,7,3.527621309401949
13564,duffer,2,4.0048284711681985
13565,タイテイバー,1,4.226694400154885
13566,DGJK,1,4.226694400154885
13567,kindidtagname,9,3.4249245999275257
13568,どころ,202,2.0928938463382334
13569,ストレイフ,1,4.226694400154885
13570,Goal,5,3.662354248157242
13571,レスポンシブウェブ,8,3.4732464636306752
13572,タテル,1,4.226694400154885
13573,プロフ,190,2.1196316447246732
13574,AQUAPAZZA,1,4.226694400154885
13575,ハーレーダビッドソン,1,4.226694400154885
13576,アクアマリンログレスコモンセンス,1,4.226694400154885
13577,Email,6,3.5897863989196144
13578,AudiAetron,1,4.226694400154885
13579,運び屋,2,4.0048284711681985
13580,きしょう,1,4.226694400154885
13581,地デジ,14,3.241194272137845
13582,FateEXTRA,2,4.0048284711681985
13583,Bulldozer,5,3.662354248157242
13584,スピリチュアリズム,1,4.226694400154885
13585,DDD,9,3.4249245999275257
13586,コンピテンシーマイケルズウェル,1,4.226694400154885
13587,ぼろ布,1,4.226694400154885
13588,プミポン,1,4.226694400154885
13589,らんど,3,3.85868325544004
13590,クレディ,6,3.5897863989196144
13591,エクシア,3,3.85868325544004
13592,トラキアンコード,1,4.226694400154885
13593,エンドオブワールドゼギオン,2,4.0048284711681985
13594,いまどき,5,3.662354248157242
13595,ハイム,54,2.6654777125691034
13596,ルージュ,6,3.5897863989196144
13597,だいすけ,1,4.226694400154885
13598,AND,46,2.7345589610971164
13599,wan,33,2.8771907749792853
13600,LISP,3,3.85868325544004
13601,デュオ,3,3.85868325544004
13602,ジェトロ,1,4.226694400154885
13603,goprohero,1,4.226694400154885
13604,JPACDIJAXRS,1,4.226694400154885
13605,オペラ,27,2.9630060807448713
13606,shadowBAN,1,4.226694400154885
13607,WorldB,1,4.226694400154885
13608,VSASTRAY,1,4.226694400154885
13609,ratherthanontheLsystem,1,4.226694400154885
13610,CNN,10,3.3814417213378745
13611,フリクション,5,3.662354248157242
13612,ぷらっと,1,4.226694400154885
13613,アイアールディ,1,4.226694400154885
13614,gitcheckout,1,4.226694400154885
13615,FCGDAEB,2,4.0048284711681985
13616,トラヒック,4,3.7495216052854055
13617,cookie,6,3.5897863989196144
13618,HomePageBuilder,4,3.7495216052854055
13619,ビットバンクバイナンス,1,4.226694400154885
13620,ポップアップテントドームテントメッシュ,1,4.226694400154885
13621,バファローズ,3,3.85868325544004
13622,コンビニペペロン,1,4.226694400154885
13623,ブレゼッチ,1,4.226694400154885
13624,Call,11,3.3419159945656185
13625,ジブラルタル,3,3.85868325544004
13626,everseorderofthestandings,1,4.226694400154885
13627,ダイナモ,1,4.226694400154885
13628,The,338,1.8673987193466415
13629,タブー,23,3.0313396937232793
13630,幸太郎,3,3.85868325544004
13631,ゴルフ,166,2.1785275906846624
13632,Jazzfunk,3,3.85868325544004
